zone,crop_type,growing_stage,stage_day_of_year,temperature,humidity,precipitation,yield_value,disease_probability
azov,millet,emergence,113,0.5,77.1,2.3,9.1,0.07
azov,millet,emergence,122,2.3,74.0,0.8,13.1,0.11
azov,millet,emergence,129,4.0,82.0,10.1,12.6,0.16
azov,millet,emergence,138,3.5,80.0,10.3,10.0,0.11
azov,millet,emergence,133,3.3,69.6,12.6,9.7,0.16
azov,millet,emergence,110,-0.1,70.7,8.5,11.3,0.07
azov,millet,emergence,112,0.5,74.1,11.0,11.6,0.09
azov,millet,tillering,151,7.0,54.4,11.2,10.5,0.11
azov,millet,tillering,165,7.2,64.6,0.9,14.3,0.09
azov,millet,tillering,137,5.0,54.7,1.7,12.6,0.12
azov,millet,tillering,162,9.9,65.4,9.2,15.1,0.19
azov,millet,tillering,150,7.8,75.3,10.2,12.0,0.08
azov,millet,tillering,152,8.2,53.8,14.1,11.1,0.16
azov,millet,heading_flowering,231,17.0,67.1,8.3,18.3,0.34
azov,millet,heading_flowering,235,20.1,61.7,1.0,16.0,0.28
azov,millet,heading_flowering,198,12.3,65.8,1.8,14.0,0.35
azov,millet,heading_flowering,236,21.2,69.2,13.2,19.5,0.27
azov,millet,heading_flowering,194,13.8,69.4,11.3,13.7,0.34
azov,millet,heading_flowering,239,23.6,71.3,11.0,21.0,0.3
azov,millet,ripening_maturity,230,17.8,81.3,4.4,15.6,0.17
azov,millet,ripening_maturity,221,18.4,56.9,15.1,15.9,0.21
azov,millet,ripening_maturity,239,19.2,74.7,4.1,19.1,0.55
azov,millet,ripening_maturity,249,24.0,65.9,14.8,19.6,0.23
azov,millet,ripening_maturity,252,18.7,82.8,11.5,14.2,0.23
azov,millet,ripening_maturity,265,26.7,76.1,20.6,17.3,0.7
azov,millet,ripening_maturity,233,18.6,82.3,3.4,14.5,0.46
azov,millet,ripening_maturity,242,21.5,65.5,16.3,16.6,0.5
azov,sorghum,sowing,117,1.2,54.6,11.8,10.7,0.19
azov,sorghum,sowing,99,-1.8,80.1,0.8,11.8,0.13
azov,sorghum,sowing,94,-2.4,54.2,11.0,10.3,0.14
azov,sorghum,sowing,104,-0.7,59.1,0.8,12.4,0.14
azov,sorghum,sowing,97,-1.8,53.9,4.5,10.0,0.11
azov,sorghum,sowing,100,-1.4,68.2,1.2,15.3,0.14
azov,sorghum,sowing,113,0.8,77.4,5.3,10.9,0.19
azov,sorghum,emergence,129,2.3,73.4,1.4,13.9,0.15
azov,sorghum,emergence,120,1.0,62.1,2.1,12.0,0.2
azov,sorghum,emergence,140,5.3,77.1,13.0,16.8,0.12
azov,sorghum,emergence,134,3.6,69.2,6.2,14.9,0.22
azov,sorghum,emergence,122,2.7,52.2,2.1,13.4,0.14
azov,sorghum,emergence,139,3.7,54.7,2.5,15.7,0.18
azov,sorghum,tillering,153,6.8,80.0,11.3,16.6,0.2
azov,sorghum,tillering,141,4.4,60.7,5.9,16.8,0.08
azov,sorghum,tillering,147,7.4,61.3,12.6,16.3,0.09
azov,sorghum,tillering,132,2.9,59.7,6.8,15.8,0.22
azov,sorghum,tillering,164,9.2,80.1,9.4,17.0,0.18
azov,sorghum,tillering,151,5.3,56.3,10.4,13.4,0.21
azov,sorghum,tillering,138,5.8,80.7,4.1,14.3,0.1
azov,sorghum,tillering,136,3.6,80.8,12.1,11.9,0.09
azov,sorghum,heading_flowering,193,10.8,78.0,7.5,20.2,0.18
azov,sorghum,heading_flowering,214,16.8,85.2,5.8,16.4,0.39
azov,sorghum,heading_flowering,199,12.2,58.2,7.8,21.2,0.29
azov,sorghum,heading_flowering,225,19.9,63.9,3.5,26.9,0.26
azov,sorghum,heading_flowering,222,19.2,72.1,10.3,24.1,0.34
azov,sorghum,heading_flowering,206,17.7,75.2,12.4,21.9,0.28
azov,sorghum,heading_flowering,213,16.7,67.1,17.7,23.7,0.4
azov,sorghum,ripening_maturity,242,17.1,64.5,1.8,25.0,0.38
azov,sorghum,ripening_maturity,229,19.2,78.2,14.9,16.7,0.42
azov,sorghum,ripening_maturity,276,22.3,65.2,10.6,26.3,0.29
azov,sorghum,ripening_maturity,227,19.6,83.8,13.0,21.8,0.48
azov,sorghum,ripening_maturity,237,19.7,81.0,14.2,17.0,0.25
azov,sorghum,ripening_maturity,245,17.7,69.5,16.3,25.8,0.26
azov,sorghum,ripening_maturity,226,22.0,83.8,8.0,19.3,0.48
azov,sorghum,ripening_maturity,250,22.6,78.3,15.1,20.9,0.83
azov,peas,sowing,92,-2.6,67.5,11.0,10.3,0.24
azov,peas,sowing,103,-1.2,80.2,9.6,10.8,0.29
azov,peas,sowing,99,-1.7,63.2,2.6,10.7,0.16
azov,peas,sowing,107,-0.5,77.2,10.2,12.5,0.32
azov,peas,sowing,105,-0.6,79.1,2.5,9.4,0.31
azov,peas,sowing,120,2.5,75.0,11.2,13.1,0.32
azov,peas,sowing,96,-2.0,60.4,1.5,12.2,0.24
azov,peas,emergence,114,0.2,79.3,7.5,9.8,0.16
azov,peas,emergence,133,4.0,80.0,12.5,11.0,0.31
azov,peas,emergence,117,0.6,76.4,1.6,11.7,0.25
azov,peas,emergence,112,0.0,69.3,12.1,10.6,0.29
azov,peas,emergence,126,2.6,53.8,10.4,12.1,0.13
azov,peas,emergence,127,2.1,54.3,9.1,11.4,0.31
azov,peas,emergence,118,1.6,58.2,7.9,12.8,0.31
azov,peas,emergence,135,4.9,71.3,7.8,11.6,0.2
azov,peas,tillering,170,9.0,75.8,7.2,15.4,0.21
azov,peas,tillering,142,4.5,77.8,6.7,11.3,0.37
azov,peas,tillering,155,7.3,69.7,14.1,17.1,0.17
azov,peas,tillering,135,3.3,78.2,7.5,11.5,0.28
azov,peas,tillering,149,7.1,76.2,14.0,15.2,0.19
azov,peas,tillering,147,7.5,63.2,4.8,17.8,0.27
azov,peas,heading_flowering,211,17.8,76.5,1.4,18.1,0.51
azov,peas,heading_flowering,192,13.2,82.8,16.5,13.5,0.36
azov,peas,heading_flowering,206,15.7,56.5,7.6,14.6,0.45
azov,peas,heading_flowering,226,20.0,60.3,4.9,17.6,0.43
azov,peas,heading_flowering,227,16.6,59.4,13.7,17.7,0.63
azov,peas,heading_flowering,219,18.3,79.3,14.0,16.3,0.39
azov,peas,heading_flowering,190,12.9,56.2,8.1,18.9,0.43
azov,peas,heading_flowering,208,18.7,65.9,15.1,17.8,0.42
azov,peas,ripening_maturity,232,18.3,69.5,7.3,22.0,0.71
azov,peas,ripening_maturity,271,25.0,63.8,13.9,22.7,0.57
azov,peas,ripening_maturity,220,18.3,64.0,16.1,18.8,0.41
azov,peas,ripening_maturity,226,16.2,65.7,8.2,18.2,0.51
azov,peas,ripening_maturity,265,27.0,64.4,12.2,22.9,0.73
azov,peas,ripening_maturity,228,21.3,65.0,8.0,21.7,0.52
azov,chickpeas,sowing,95,-2.2,64.0,9.7,10.1,0.25
azov,chickpeas,sowing,119,1.1,62.0,8.8,9.2,0.21
azov,chickpeas,sowing,111,-0.2,65.0,5.4,11.1,0.19
azov,chickpeas,sowing,103,-1.2,68.4,1.5,10.2,0.34
azov,chickpeas,sowing,99,-1.4,70.8,7.7,8.0,0.14
azov,chickpeas,sowing,90,-3.0,79.7,2.1,6.9,0.13
azov,chickpeas,emergence,129,2.9,52.7,13.0,8.1,0.31
azov,chickpeas,emergence,138,5.6,62.9,5.4,13.7,0.22
azov,chickpeas,emergence,110,-0.3,76.0,1.0,9.4,0.18
azov,chickpeas,emergence,115,1.3,57.0,8.8,10.1,0.15
azov,chickpeas,emergence,116,1.6,60.8,3.4,11.2,0.12
azov,chickpeas,emergence,140,5.6,71.2,11.0,10.6,0.31
azov,chickpeas,tillering,169,10.4,55.0,0.8,12.5,0.44
azov,chickpeas,tillering,155,6.6,83.0,4.4,10.2,0.2
azov,chickpeas,tillering,162,8.6,73.3,6.2,12.1,0.31
azov,chickpeas,tillering,133,4.1,54.7,11.9,8.5,0.24
azov,chickpeas,tillering,165,7.3,66.1,1.1,13.5,0.18
azov,chickpeas,tillering,139,5.5,57.6,5.1,12.3,0.33
azov,chickpeas,tillering,131,4.5,56.9,5.5,12.2,0.29
azov,chickpeas,heading_flowering,194,12.3,59.4,6.8,12.1,0.51
azov,chickpeas,heading_flowering,201,11.7,72.1,10.2,15.5,0.45
azov,chickpeas,heading_flowering,209,15.6,64.3,1.5,15.0,0.25
azov,chickpeas,heading_flowering,200,12.6,66.1,10.8,12.1,0.38
azov,chickpeas,heading_flowering,205,15.8,64.3,12.5,13.5,0.27
azov,chickpeas,heading_flowering,192,15.4,84.4,2.6,10.9,0.53
azov,chickpeas,heading_flowering,228,17.4,81.3,10.2,12.0,0.27
azov,chickpeas,ripening_maturity,237,23.2,75.5,15.8,15.3,0.55
azov,chickpeas,ripening_maturity,227,21.7,84.3,18.0,16.4,0.98
azov,chickpeas,ripening_maturity,228,16.6,73.1,10.4,14.4,0.57
azov,chickpeas,ripening_maturity,280,28.1,81.7,1.0,13.5,1.0
azov,chickpeas,ripening_maturity,273,26.6,71.6,21.1,15.3,0.71
azov,chickpeas,ripening_maturity,250,19.7,60.4,17.5,18.8,0.44
azov,chickpeas,ripening_maturity,226,19.8,86.5,15.7,14.4,0.83
azov,chickpeas,ripening_maturity,271,29.0,86.4,20.6,14.0,0.97
azov,sunflower,sowing,92,-2.7,78.4,9.9,8.8,0.21
azov,sunflower,sowing,114,0.7,62.2,8.0,11.9,0.14
azov,sunflower,sowing,93,-2.6,79.4,4.7,10.1,0.15
azov,sunflower,sowing,94,-2.3,78.4,2.0,7.4,0.21
azov,sunflower,sowing,99,-1.5,54.4,4.3,10.1,0.12
azov,sunflower,sowing,100,-1.4,57.7,7.0,9.6,0.19
azov,sunflower,sowing,105,-0.4,57.4,6.2,11.5,0.26
azov,sunflower,sowing,110,-0.1,62.9,2.0,11.0,0.24
azov,sunflower,emergence,133,3.3,80.2,6.4,11.3,0.15
azov,sunflower,emergence,113,0.9,64.2,5.4,12.7,0.13
azov,sunflower,emergence,125,3.2,71.8,8.6,10.5,0.18
azov,sunflower,emergence,110,0.5,62.0,12.0,11.5,0.18
azov,sunflower,emergence,120,2.1,72.7,4.8,12.9,0.2
azov,sunflower,emergence,114,0.8,71.8,7.5,12.2,0.16
azov,sunflower,emergence,131,3.1,56.7,4.2,10.2,0.28
azov,sunflower,emergence,126,2.5,55.6,5.8,9.7,0.18
azov,sunflower,tillering,157,8.4,76.8,9.2,10.4,0.29
azov,sunflower,tillering,155,8.6,66.5,1.6,17.0,0.28
azov,sunflower,tillering,138,4.7,54.7,6.9,13.6,0.14
azov,sunflower,tillering,141,5.2,57.5,0.6,11.9,0.13
azov,sunflower,tillering,158,7.2,59.3,9.9,10.8,0.16
azov,sunflower,tillering,162,8.4,54.8,1.5,11.8,0.21
azov,sunflower,tillering,136,5.3,62.2,10.8,11.6,0.23
azov,sunflower,heading_flowering,209,17.3,71.7,13.3,19.7,0.57
azov,sunflower,heading_flowering,197,12.5,72.8,0.8,13.4,0.29
azov,sunflower,heading_flowering,205,15.4,73.5,16.1,15.2,0.57
azov,sunflower,heading_flowering,192,15.5,78.6,14.3,14.2,0.5
azov,sunflower,heading_flowering,240,18.5,86.5,18.9,15.9,0.83
azov,sunflower,heading_flowering,222,14.7,70.2,8.7,14.9,0.43
azov,sunflower,heading_flowering,193,14.8,65.4,10.2,18.5,0.56
azov,sunflower,heading_flowering,208,17.6,76.4,4.7,16.4,0.36
azov,sunflower,ripening_maturity,238,17.3,69.3,15.3,16.9,0.33
azov,sunflower,ripening_maturity,262,27.3,66.6,18.7,19.4,0.74
azov,sunflower,ripening_maturity,245,24.6,77.3,17.1,15.7,0.52
azov,sunflower,ripening_maturity,242,20.6,74.0,10.4,18.0,0.81
azov,sunflower,ripening_maturity,228,20.9,80.3,12.8,18.9,1.0
azov,sunflower,ripening_maturity,259,24.1,64.8,11.6,22.9,0.43
azov,sunflower,ripening_maturity,229,15.7,77.8,5.2,15.2,0.5
azov,sunflower,ripening_maturity,232,22.6,70.7,14.4,19.0,0.45
azov,sugar_beet,sowing,111,0.3,57.2,1.3,158.6,0.26
azov,sugar_beet,sowing,117,0.6,52.4,9.1,198.1,0.2
azov,sugar_beet,sowing,90,-3.0,58.2,9.2,135.9,0.22
azov,sugar_beet,sowing,95,-2.2,59.7,3.4,181.0,0.13
azov,sugar_beet,sowing,94,-2.3,78.6,0.9,181.5,0.19
azov,sugar_beet,sowing,116,0.7,54.0,1.2,205.8,0.26
azov,sugar_beet,sowing,112,-0.1,55.9,8.1,192.9,0.19
azov,sugar_beet,sowing,96,-2.1,70.2,8.8,168.7,0.2
azov,sugar_beet,emergence,137,3.4,79.2,6.7,207.0,0.11
azov,sugar_beet,emergence,112,0.9,55.7,0.7,154.9,0.15
azov,sugar_beet,emergence,126,2.4,63.2,6.8,173.6,0.21
azov,sugar_beet,emergence,123,3.0,67.4,1.0,198.4,0.1
azov,sugar_beet,emergence,114,1.3,68.4,10.8,196.1,0.25
azov,sugar_beet,emergence,139,3.7,76.8,2.3,203.2,0.15
azov,sugar_beet,emergence,133,3.5,54.6,9.0,196.7,0.11
azov,sugar_beet,tillering,156,6.7,70.2,10.1,186.7,0.17
azov,sugar_beet,tillering,168,8.9,59.0,12.7,216.2,0.18
azov,sugar_beet,tillering,157,7.5,70.3,6.9,194.8,0.17
azov,sugar_beet,tillering,150,6.7,54.2,7.7,226.2,0.12
azov,sugar_beet,tillering,163,10.3,60.1,11.0,279.7,0.35
azov,sugar_beet,tillering,143,6.7,63.7,9.3,255.3,0.16
azov,sugar_beet,tillering,140,4.3,77.2,10.0,236.8,0.21
azov,sugar_beet,ripening_maturity,244,17.9,78.8,4.9,225.5,0.2
azov,sugar_beet,ripening_maturity,245,18.3,79.3,17.1,328.2,0.37
azov,sugar_beet,ripening_maturity,231,19.2,70.3,8.1,304.3,0.77
azov,sugar_beet,ripening_maturity,264,26.8,70.5,18.4,285.5,0.45
azov,sugar_beet,ripening_maturity,250,19.0,80.9,6.5,326.7,0.64
azov,sugar_beet,ripening_maturity,235,18.1,80.7,11.1,278.5,0.35
azov,sugar_beet,ripening_maturity,247,24.1,73.7,0.7,327.4,0.48
azov,soybeans,sowing,100,-1.6,58.0,4.7,10.0,0.3
azov,soybeans,sowing,93,-2.5,52.8,0.6,6.5,0.19
azov,soybeans,sowing,114,0.3,79.3,4.0,10.1,0.16
azov,soybeans,sowing,103,-0.9,76.5,1.6,7.7,0.19
azov,soybeans,sowing,118,1.6,63.7,12.3,10.4,0.31
azov,soybeans,sowing,109,-0.4,61.5,10.1,11.1,0.14
azov,soybeans,emergence,132,4.6,66.1,1.8,11.4,0.18
azov,soybeans,emergence,118,1.9,81.1,11.3,8.7,0.27
azov,soybeans,emergence,110,0.6,55.7,2.7,10.5,0.16
azov,soybeans,emergence,126,2.4,56.5,4.6,10.3,0.17
azov,soybeans,emergence,138,4.9,80.2,10.9,8.8,0.27
azov,soybeans,emergence,112,0.0,66.1,8.2,11.3,0.3
azov,soybeans,emergence,134,3.5,57.8,8.5,9.4,0.12
azov,soybeans,emergence,119,1.4,80.2,11.7,8.0,0.27
azov,soybeans,tillering,160,7.6,65.5,8.4,10.6,0.26
azov,soybeans,tillering,150,7.7,74.6,14.4,10.9,0.28
azov,soybeans,tillering,133,4.7,77.7,3.6,11.1,0.12
azov,soybeans,tillering,134,4.2,64.1,13.4,11.4,0.15
azov,soybeans,tillering,130,4.1,56.9,7.5,10.0,0.2
azov,soybeans,tillering,147,4.7,82.8,10.1,8.4,0.11
azov,soybeans,tillering,146,5.2,75.1,0.9,10.2,0.19
azov,soybeans,heading_flowering,217,18.9,79.1,1.4,16.8,0.46
azov,soybeans,heading_flowering,195,10.9,71.9,6.2,11.9,0.35
azov,soybeans,heading_flowering,214,19.4,74.1,12.9,15.7,0.84
azov,soybeans,heading_flowering,192,10.5,68.3,6.3,12.5,0.35
azov,soybeans,heading_flowering,224,16.6,57.2,13.6,16.8,0.38
azov,soybeans,heading_flowering,197,16.6,74.5,8.0,12.1,0.49
azov,soybeans,heading_flowering,231,22.4,68.9,14.8,17.8,0.9
azov,soybeans,heading_flowering,199,14.3,71.7,8.5,15.2,0.45
azov,soybeans,ripening_maturity,220,19.9,57.2,16.0,15.6,0.21
azov,soybeans,ripening_maturity,235,21.1,82.9,14.1,16.4,0.59
azov,soybeans,ripening_maturity,260,25.7,86.6,15.0,13.5,1.0
azov,soybeans,ripening_maturity,268,22.6,66.9,10.2,20.2,0.41
azov,soybeans,ripening_maturity,275,24.5,64.1,12.2,15.5,0.31
azov,soybeans,ripening_maturity,229,21.2,73.2,13.2,17.1,0.41
azov,soybeans,ripening_maturity,230,21.3,77.0,4.8,15.2,1.0
azov,flax,sowing,100,-1.5,59.8,8.8,6.2,0.23
azov,flax,sowing,119,0.8,54.6,4.7,5.1,0.15
azov,flax,sowing,99,-1.6,60.1,8.1,5.3,0.2
azov,flax,sowing,109,0.1,55.9,1.4,6.5,0.23
azov,flax,sowing,106,-0.6,67.1,11.4,7.5,0.16
azov,flax,sowing,103,-1.2,66.1,7.2,6.3,0.14
azov,flax,sowing,111,0.8,79.6,0.6,5.2,0.25
azov,flax,emergence,134,3.3,79.9,9.7,7.1,0.14
azov,flax,emergence,121,1.6,76.5,8.4,7.3,0.19
azov,flax,emergence,126,3.5,75.6,7.6,5.6,0.19
azov,flax,emergence,119,1.6,54.0,9.5,6.4,0.24
azov,flax,emergence,117,1.7,77.0,1.4,5.9,0.2
azov,flax,emergence,118,1.7,62.2,9.6,7.3,0.16
azov,flax,tillering,160,7.3,72.3,6.7,9.1,0.12
azov,flax,tillering,148,6.4,79.6,5.6,7.5,0.12
azov,flax,tillering,152,6.7,58.8,4.6,8.7,0.23
azov,flax,tillering,157,7.2,61.6,14.7,9.3,0.24
azov,flax,tillering,138,4.5,58.7,3.3,6.3,0.17
azov,flax,tillering,136,4.3,70.3,6.0,6.8,0.09
azov,flax,heading_flowering,217,18.2,67.8,17.4,11.7,0.62
azov,flax,heading_flowering,205,17.0,70.8,5.8,8.6,0.19
azov,flax,heading_flowering,190,14.2,69.4,5.3,10.6,0.43
azov,flax,heading_flowering,202,14.8,62.5,14.1,8.9,0.25
azov,flax,heading_flowering,235,17.0,63.2,18.5,11.6,0.41
azov,flax,heading_flowering,212,16.7,82.8,3.9,7.6,0.35
azov,flax,heading_flowering,197,13.8,57.1,8.8,8.3,0.47
azov,flax,heading_flowering,222,15.8,73.5,2.5,8.8,0.23
azov,flax,ripening_maturity,275,22.1,60.1,13.4,9.4,0.29
azov,flax,ripening_maturity,266,26.3,62.7,6.5,9.1,0.44
azov,flax,ripening_maturity,267,22.8,65.6,16.8,12.6,0.58
azov,flax,ripening_maturity,258,27.8,80.4,13.8,9.2,0.99
azov,flax,ripening_maturity,237,18.7,74.1,13.9,12.2,0.46
azov,flax,ripening_maturity,277,24.3,87.6,11.0,10.1,0.64
azov,flax,ripening_maturity,232,20.2,83.8,17.0,7.9,0.61
azov,mustard,sowing,114,0.3,65.9,2.8,6.4,0.11
azov,mustard,sowing,101,-1.5,75.6,8.9,4.7,0.13
azov,mustard,sowing,98,-1.9,62.9,6.4,5.3,0.15
azov,mustard,sowing,95,-2.3,54.6,0.8,4.1,0.18
azov,mustard,sowing,104,-1.0,56.8,1.0,5.9,0.18
azov,mustard,sowing,90,-3.0,59.0,1.7,4.7,0.12
azov,mustard,sowing,105,-0.3,66.3,2.1,5.7,0.13
azov,mustard,sowing,99,-1.5,71.0,2.7,5.6,0.2
azov,mustard,emergence,133,4.9,61.3,4.1,7.3,0.07
azov,mustard,emergence,125,1.6,52.0,10.0,5.7,0.18
azov,mustard,emergence,111,0.3,53.6,3.8,5.1,0.19
azov,mustard,emergence,136,4.4,52.8,7.1,6.1,0.08
azov,mustard,emergence,135,3.0,58.7,6.2,5.6,0.08
azov,mustard,emergence,128,2.9,80.1,3.5,4.3,0.18
azov,mustard,emergence,113,0.0,77.7,0.7,5.4,0.12
azov,mustard,tillering,163,9.2,75.1,3.9,7.7,0.15
azov,mustard,tillering,170,8.7,76.9,9.2,5.3,0.13
azov,mustard,tillering,139,5.5,80.3,5.5,5.7,0.12
azov,mustard,tillering,151,5.2,75.7,13.8,5.6,0.1
azov,mustard,tillering,159,9.4,73.6,7.3,7.6,0.16
azov,mustard,tillering,149,6.1,59.7,1.7,6.2,0.16
azov,mustard,tillering,137,4.1,79.8,11.6,5.8,0.11
azov,mustard,tillering,145,6.2,63.4,12.6,7.2,0.17
azov,mustard,heading_flowering,195,11.8,74.5,10.7,7.4,0.21
azov,mustard,heading_flowering,204,12.3,77.5,16.1,6.6,0.17
azov,mustard,heading_flowering,225,19.3,58.1,18.8,7.4,0.33
azov,mustard,heading_flowering,199,15.5,67.5,12.6,7.9,0.36
azov,mustard,heading_flowering,205,14.2,84.8,14.2,6.7,0.2
azov,mustard,heading_flowering,221,15.8,75.3,16.2,8.5,0.21
azov,mustard,heading_flowering,209,15.8,64.6,10.4,8.6,0.26
azov,mustard,heading_flowering,201,17.2,61.1,5.8,9.0,0.35
azov,mustard,ripening_maturity,264,25.5,80.6,8.2,8.4,0.68
azov,mustard,ripening_maturity,267,28.8,67.6,4.8,8.0,0.48
azov,mustard,ripening_maturity,279,27.6,62.5,6.4,8.0,0.3
azov,mustard,ripening_maturity,258,26.2,75.8,18.7,8.2,0.81
azov,mustard,ripening_maturity,246,18.1,64.7,9.5,9.6,0.23
azov,mustard,ripening_maturity,260,24.6,80.6,16.2,6.9,0.53
azov,mustard,ripening_maturity,233,19.5,69.8,5.2,8.7,0.27
azov,potatoes,sowing,115,1.4,65.1,0.8,146.5,0.16
azov,potatoes,sowing,99,-1.6,74.4,1.5,104.4,0.41
azov,potatoes,sowing,107,0.1,77.1,4.4,114.9,0.15
azov,potatoes,sowing,101,-1.5,75.5,4.1,114.7,0.33
azov,potatoes,sowing,97,-2.1,57.1,0.9,119.4,0.22
azov,potatoes,sowing,116,0.8,61.8,6.4,134.7,0.17
azov,potatoes,sowing,90,-3.0,51.1,5.8,122.9,0.3
azov,potatoes,sowing,118,1.8,64.3,2.0,149.7,0.24
azov,potatoes,emergence,136,3.8,59.4,4.0,133.4,0.19
azov,potatoes,emergence,138,5.7,56.9,3.2,139.1,0.39
azov,potatoes,emergence,129,2.2,62.2,8.0,136.7,0.14
azov,potatoes,emergence,132,3.8,76.9,10.6,161.9,0.39
azov,potatoes,emergence,113,0.5,67.7,4.0,126.9,0.41
azov,potatoes,emergence,112,0.1,58.8,12.0,125.5,0.29
azov,potatoes,emergence,111,0.7,64.2,3.7,147.4,0.18
azov,potatoes,tillering,161,7.1,57.8,0.9,191.2,0.39
azov,potatoes,tillering,168,8.0,58.3,4.7,148.1,0.4
azov,potatoes,tillering,155,8.2,68.0,8.2,144.6,0.29
azov,potatoes,tillering,131,3.2,73.7,11.9,114.2,0.39
azov,potatoes,tillering,152,8.2,62.1,5.0,145.2,0.31
azov,potatoes,tillering,146,6.3,79.1,12.8,155.8,0.28
azov,potatoes,tillering,151,8.2,62.8,10.9,179.3,0.3
azov,potatoes,heading_flowering,236,20.1,82.4,18.4,167.4,1.0
azov,potatoes,heading_flowering,190,13.9,77.6,15.2,146.8,0.28
azov,potatoes,heading_flowering,220,19.1,72.8,4.4,190.6,0.48
azov,potatoes,heading_flowering,232,19.6,68.9,1.3,213.6,0.74
azov,potatoes,heading_flowering,235,19.2,64.7,16.2,246.8,0.3
azov,potatoes,heading_flowering,227,18.6,78.1,2.5,197.7,1.0
azov,potatoes,heading_flowering,207,16.5,75.7,3.3,179.3,0.41
azov,potatoes,heading_flowering,223,16.0,83.0,8.1,198.5,0.58
azov,potatoes,ripening_maturity,235,23.5,69.2,6.4,188.7,0.54
azov,potatoes,ripening_maturity,248,18.1,84.2,7.6,196.6,1.0
azov,potatoes,ripening_maturity,278,24.3,81.8,21.8,222.0,0.93
azov,potatoes,ripening_maturity,237,22.2,83.0,15.0,192.3,1.0
azov,potatoes,ripening_maturity,229,17.9,81.9,7.5,216.7,0.81
azov,potatoes,ripening_maturity,269,21.1,80.1,2.0,183.7,0.65
azov,potatoes,ripening_maturity,273,24.2,66.1,2.3,247.8,1.0
azov,potatoes,ripening_maturity,256,20.4,66.7,2.0,264.4,0.47
azov,tomatoes,sowing,98,-1.9,54.7,10.3,223.9,0.24
azov,tomatoes,sowing,94,-2.4,76.3,7.4,214.1,0.23
azov,tomatoes,sowing,120,2.3,67.8,4.5,254.6,0.28
azov,tomatoes,sowing,116,1.0,65.5,10.7,244.3,0.16
azov,tomatoes,sowing,97,-1.9,55.4,7.7,183.4,0.4
azov,tomatoes,sowing,99,-1.8,55.2,4.9,168.6,0.25
azov,tomatoes,sowing,113,0.6,65.3,5.0,267.3,0.22
azov,tomatoes,sowing,114,0.5,76.2,8.6,181.1,0.26
azov,tomatoes,emergence,133,4.3,68.9,7.5,270.0,0.21
azov,tomatoes,emergence,132,4.2,80.1,12.2,179.9,0.21
azov,tomatoes,emergence,140,5.4,61.8,2.5,250.7,0.44
azov,tomatoes,emergence,111,-0.0,77.9,11.8,193.4,0.18
azov,tomatoes,emergence,139,5.2,63.2,12.3,310.5,0.32
azov,tomatoes,emergence,127,3.7,73.1,2.4,223.1,0.17
azov,tomatoes,emergence,122,1.6,57.6,7.2,228.2,0.33
azov,tomatoes,emergence,124,1.5,76.4,8.4,186.5,0.28
azov,tomatoes,tillering,155,7.8,54.9,9.8,293.7,0.43
azov,tomatoes,tillering,141,6.0,80.0,6.5,210.9,0.19
azov,tomatoes,tillering,166,8.1,57.7,6.2,303.4,0.25
azov,tomatoes,tillering,138,4.0,82.2,9.5,246.0,0.38
azov,tomatoes,tillering,130,2.4,71.1,10.3,253.8,0.38
azov,tomatoes,tillering,144,4.4,69.6,2.9,258.2,0.23
azov,tomatoes,tillering,164,9.4,64.0,14.8,249.0,0.3
azov,tomatoes,heading_flowering,221,15.0,58.1,11.4,272.0,0.6
azov,tomatoes,heading_flowering,230,21.3,83.2,7.2,300.0,1.0
azov,tomatoes,heading_flowering,211,15.1,85.0,4.7,272.7,0.86
azov,tomatoes,heading_flowering,217,14.7,57.8,13.3,289.1,0.73
azov,tomatoes,heading_flowering,220,18.9,76.0,16.3,395.6,1.0
azov,tomatoes,heading_flowering,222,15.8,73.2,8.5,307.5,0.7
azov,tomatoes,heading_flowering,234,16.3,67.7,8.3,289.2,0.44
azov,tomatoes,heading_flowering,206,16.5,56.5,6.1,302.2,0.75
azov,tomatoes,ripening_maturity,270,24.8,83.1,19.8,321.5,0.82
azov,tomatoes,ripening_maturity,241,19.8,74.9,1.7,396.3,1.0
azov,tomatoes,ripening_maturity,275,26.4,86.3,12.2,300.4,1.0
azov,tomatoes,ripening_maturity,254,25.6,72.5,4.1,363.5,1.0
azov,tomatoes,ripening_maturity,253,25.3,79.8,3.2,358.7,1.0
azov,tomatoes,ripening_maturity,251,25.3,66.2,7.0,330.2,1.0
azov,tomatoes,ripening_maturity,262,25.7,68.5,14.9,341.4,0.45
azov,onions,sowing,98,-1.7,68.2,3.7,131.3,0.17
azov,onions,sowing,94,-2.3,76.1,9.6,126.8,0.19
azov,onions,sowing,119,1.6,64.4,9.4,158.3,0.21
azov,onions,sowing,93,-2.5,55.9,3.6,165.9,0.17
azov,onions,sowing,95,-2.3,50.5,8.1,154.9,0.13
azov,onions,sowing,114,0.9,79.0,1.7,155.2,0.15
azov,onions,sowing,91,-2.9,66.3,4.5,119.0,0.23
azov,onions,sowing,113,0.9,61.6,6.7,158.1,0.1
azov,onions,emergence,138,3.3,65.1,9.3,188.1,0.26
azov,onions,emergence,121,1.9,81.1,1.2,155.5,0.16
azov,onions,emergence,131,4.1,76.9,0.9,160.1,0.24
azov,onions,emergence,130,3.0,63.5,12.6,161.7,0.17
